Season;League;Position;Team;GamesPlayed;Wins;Draws;Losses;GoalsFavour;GoalsAgainst;GoalDifference;Points;LeagueWeight;Year;HistoricalPoints;HistoricalPosition
2020-2021;bundesliga;12;Mainz;34;0.29411764705882354;0.2647058823529412;0.4411764705882353;1.1470588235294117;1.6470588235294117;-0.5;1.1470588235294117;-0.3306736274989625;2020;1.1470588235294117;12.0
2022-2023;bundesliga;9;Mainz;34;0.35294117647058826;0.29411764705882354;0.35294117647058826;1.588235294117647;1.6176470588235294;-0.029411764705882353;1.3529411764705883;-0.3306736274989625;2022;1.1470588235294117;12.0
2023-2024;bundesliga;13;Mainz;34;0.20588235294117646;0.4117647058823529;0.38235294117647056;1.1470588235294117;1.5;-0.35294117647058826;1.0294117647058822;-0.3306736274989625;2023;1.2975708838355893;9.806824264109986
2013-2014;premier-league;1;Manchester City;38;0.7105263157894737;0.13157894736842105;0.15789473684210525;2.6842105263157894;0.9736842105263158;1.7105263157894737;2.263157894736842;0.6524101299303857;2013;2.263157894736842;1.0
2014-2015;premier-league;2;Manchester City;38;0.631578947368421;0.18421052631578946;0.18421052631578946;2.1842105263157894;1.0;1.1842105263157894;2.0789473684210527;0.6524101299303857;2014;2.263157894736842;1.0
2015-2016;premier-league;4;Manchester City;38;0.5;0.23684210526315788;0.2631578947368421;1.868421052631579;1.0789473684210527;0.7894736842105263;1.736842105263158;0.6524101299303857;2015;2.1484943337259743;1.6224593312018545
2016-2017;premier-league;3;Manchester City;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;2.1052631578947367;1.0263157894736843;1.0789473684210527;2.0526315789473686;0.6524101299303857;2016;1.9400005520751955;2.8266370588854604
2017-2018;premier-league;1;Manchester City;38;0.8421052631578947;0.10526315789473684;0.05263157894736842;2.789473684210526;0.7105263157894737;2.0789473684210527;2.6315789473684212;0.6524101299303857;2017;1.9912537777245196;2.905526599245047
2018-2019;premier-league;1;Manchester City;38;0.8421052631578947;0.05263157894736842;0.10526315789473684;2.5;0.6052631578947368;1.894736842105263;2.5789473684210527;0.6524101299303857;2018;2.2657327019075555;2.0887120872467047
2019-2020;premier-league;2;Manchester City;38;0.6842105263157895;0.07894736842105263;0.23684210526315788;2.6842105263157894;0.9210526315789473;1.763157894736842;2.1315789473684212;0.6524101299303857;2019;2.3954303350366994;1.637892263108926
2020-2021;premier-league;1;Manchester City;38;0.7105263157894737;0.13157894736842105;0.15789473684210525;2.1842105263157894;0.8421052631578947;1.3421052631578947;2.263157894736842;0.6524101299303857;2020;2.2883802717917647;1.7848069959751574
2021-2022;premier-league;1;Manchester City;38;0.7631578947368421;0.15789473684210525;0.07894736842105263;2.6052631578947367;0.6842105263157895;1.9210526315789473;2.4473684210526314;0.6524101299303857;2021;2.2782708797576032;1.4702481589476464
2022-2023;premier-league;1;Manchester City;38;0.7368421052631579;0.13157894736842105;0.13157894736842105;2.473684210526316;0.868421052631579;1.605263157894737;2.3421052631578947;0.6524101299303857;2022;2.3455530147802257;1.2831413572629706
2023-2024;premier-league;1;Manchester City;38;0.7368421052631579;0.18421052631578946;0.07894736842105263;2.526315789473684;0.8947368421052632;1.631578947368421;2.3947368421052633;0.6524101299303857;2023;2.3441872276224314;1.1709781645649928
2013-2014;premier-league;7;Manchester United;38;0.5;0.18421052631578946;0.3157894736842105;1.6842105263157894;1.131578947368421;0.5526315789473685;1.6842105263157894;0.6524101299303857;2013;1.6842105263157894;7.0
2014-2015;premier-league;4;Manchester United;38;0.5263157894736842;0.2631578947368421;0.21052631578947367;1.631578947368421;0.9736842105263158;0.6578947368421053;1.8421052631578947;0.6524101299303857;2014;1.6842105263157894;7.0
2015-2016;premier-league;5;Manchester United;38;0.5;0.23684210526315788;0.2631578947368421;1.2894736842105263;0.9210526315789473;0.3684210526315789;1.736842105263158;0.6524101299303857;2015;1.782493578610819;5.132622006394436
2016-2017;premier-league;6;Manchester United;38;0.47368421052631576;0.39473684210526316;0.13157894736842105;1.4210526315789473;0.7631578947368421;0.6578947368421053;1.8157894736842106;0.6524101299303857;2016;1.759372002537429;5.065451560733197
2017-2018;premier-league;2;Manchester United;38;0.6578947368421053;0.15789473684210525;0.18421052631578946;1.7894736842105263;0.7368421052631579;1.0526315789473684;2.1315789473684212;0.6524101299303857;2017;1.7850450116500238;5.490721784828072
2018-2019;premier-league;6;Manchester United;38;0.5;0.23684210526315788;0.2631578947368421;1.7105263157894737;1.4210526315789473;0.2894736842105263;1.736842105263158;0.6524101299303857;2018;1.9335886991046263;3.994404592338619
2019-2020;premier-league;3;Manchester United;38;0.47368421052631576;0.3157894736842105;0.21052631578947367;1.736842105263158;0.9473684210526315;0.7894736842105263;1.736842105263158;0.6524101299303857;2019;1.8521187991427104;4.824892450023766
2020-2021;premier-league;2;Manchester United;38;0.5526315789473685;0.2894736842105263;0.15789473684210525;1.9210526315789473;1.1578947368421053;0.7631578947368421;1.9473684210526316;0.6524101299303857;2020;1.8053486173387483;4.084495160789672
2021-2022;premier-league;6;Manchester United;38;0.42105263157894735;0.2631578947368421;0.3157894736842105;1.5;1.5;0.0;1.5263157894736843;0.6524101299303857;2021;1.8622716372917059;3.2490077391303607
2022-2023;premier-league;3;Manchester United;38;0.6052631578947368;0.15789473684210525;0.23684210526315788;1.5263157894736843;1.131578947368421;0.39473684210526316;1.9736842105263157;0.6524101299303857;2022;1.7285983352352658;4.343598655855075
2023-2024;premier-league;8;Manchester United;38;0.47368421052631576;0.15789473684210525;0.3684210526315789;1.5;1.5263157894736843;-0.02631578947368421;1.5789473684210527;0.6524101299303857;2023;1.8256862863687746;3.811347499039964
2013-2014;ligue-1;6;Marseille;38;0.42105263157894735;0.3157894736842105;0.2631578947368421;1.394736842105263;1.0526315789473684;0.34210526315789475;1.5789473684210527;-1.1350148835775202;2013;1.5789473684210527;6.0
2014-2015;ligue-1;4;Marseille;38;0.5526315789473685;0.15789473684210525;0.2894736842105263;2.0;1.105263157894737;0.8947368421052632;1.8157894736842106;-1.1350148835775202;2014;1.5789473684210527;6.0
2016-2017;ligue-1;5;Marseille;38;0.4473684210526316;0.2894736842105263;0.2631578947368421;1.5;1.0789473684210527;0.42105263157894735;1.631578947368421;-1.1350148835775202;2016;1.7263719468635972;4.755081337596291
2017-2018;ligue-1;4;Marseille;38;0.5789473684210527;0.2894736842105263;0.13157894736842105;2.1052631578947367;1.236842105263158;0.868421052631579;2.026315789473684;-1.1350148835775202;2017;1.6667915399216542;4.909020485543939
2018-2019;ligue-1;5;Marseille;38;0.47368421052631576;0.18421052631578946;0.34210526315789475;1.5789473684210527;1.368421052631579;0.21052631578947367;1.605263157894737;-1.1350148835775202;2018;1.8497558974515576;4.446413723061849
2019-2020;ligue-1;2;Marseille;28;0.5714285714285714;0.2857142857142857;0.14285714285714285;1.4642857142857142;1.0357142857142858;0.42857142857142855;2.0;-1.1350148835775202;2019;1.7382086073502727;4.6989817508145055
2020-2021;ligue-1;5;Marseille;38;0.42105263157894735;0.3157894736842105;0.2631578947368421;1.4210526315789473;1.236842105263158;0.18421052631578946;1.5789473684210527;-1.1350148835775202;2020;1.850593773986602;3.5403282490947423
2021-2022;ligue-1;2;Marseille;38;0.5526315789473685;0.21052631578947367;0.23684210526315788;1.6578947368421053;1.0;0.6578947368421053;1.868421052631579;-1.1350148835775202;2021;1.7380110273667382;4.145283262352537
2022-2023;ligue-1;3;Marseille;38;0.5789473684210527;0.18421052631578946;0.23684210526315788;1.763157894736842;1.0526315789473684;0.7105263157894737;1.9210526315789473;-1.1350148835775202;2022;1.7909484840972871;3.27444653300658
2023-2024;ligue-1;8;Marseille;34;0.38235294117647056;0.3235294117647059;0.29411764705882354;1.5294117647058822;1.2058823529411764;0.3235294117647059;1.4705882352941178;-1.1350148835775202;2023;1.8431117409270557;3.164411416798775
2016-2017;premier-league;19;Middlesbrough;38;0.13157894736842105;0.34210526315789475;0.5263157894736842;0.7105263157894737;1.394736842105263;-0.6842105263157895;0.7368421052631579;0.6524101299303857;2016;0.7368421052631579;19.0
2013-2014;ligue-1;2;Monaco;38;0.6052631578947368;0.2894736842105263;0.10526315789473684;1.6578947368421053;0.8157894736842105;0.8421052631578947;2.1052631578947367;-1.1350148835775202;2013;2.1052631578947367;2.0
2014-2015;ligue-1;3;Monaco;38;0.5263157894736842;0.2894736842105263;0.18421052631578946;1.3421052631578947;0.6842105263157895;0.6578947368421053;1.868421052631579;-1.1350148835775202;2014;2.1052631578947367;2.0
2015-2016;ligue-1;3;Monaco;38;0.4473684210526316;0.3684210526315789;0.18421052631578946;1.5;1.3157894736842106;0.18421052631578946;1.7105263157894737;-1.1350148835775202;2015;1.9578385794521922;2.6224593312018545
2016-2017;ligue-1;1;Monaco;38;0.7894736842105263;0.13157894736842105;0.07894736842105263;2.8157894736842106;0.8157894736842105;2.0;2.5;-1.1350148835775202;2016;1.8325797674394397;2.8136762767741526
2017-2018;ligue-1;2;Monaco;38;0.631578947368421;0.21052631578947367;0.15789473684210525;2.236842105263158;1.1842105263157894;1.0526315789473684;2.1052631578947367;-1.1350148835775202;2017;2.1362921700722706;1.9883552080616258
2019-2020;ligue-1;9;Monaco;28;0.39285714285714285;0.25;0.35714285714285715;1.5714285714285714;1.5714285714285714;0.0;1.4285714285714286;-1.1350148835775202;2019;2.1229914124498763;1.9933468125074696
2020-2021;ligue-1;3;Monaco;38;0.631578947368421;0.15789473684210525;0.21052631578947367;2.0;1.105263157894737;0.8947368421052632;2.0526315789473686;-1.1350148835775202;2020;1.749289093514585;5.763979289869522
2021-2022;ligue-1;3;Monaco;38;0.5263157894736842;0.23684210526315788;0.23684210526315788;1.7105263157894737;1.0526315789473684;0.6578947368421053;1.8157894736842106;-1.1350148835775202;2021;1.8918998771512103;4.464546235111887
2022-2023;ligue-1;6;Monaco;38;0.5;0.21052631578947367;0.2894736842105263;1.8421052631578947;1.5263157894736843;0.3157894736842105;1.7105263157894737;-1.1350148835775202;2022;1.8586657866265675;3.8250428303462427
2023-2024;ligue-1;2;Monaco;34;0.5882352941176471;0.20588235294117646;0.20588235294117646;2.0;1.2352941176470589;0.7647058823529411;1.9705882352941178;-1.1350148835775202;2023;1.7966576907484324;4.735434584445567
2018-2019;ligue-1;6;Montpellier;38;0.39473684210526316;0.3684210526315789;0.23684210526315788;1.394736842105263;1.105263157894737;0.2894736842105263;1.5526315789473684;-1.1350148835775202;2018;1.5526315789473684;6.0
2019-2020;ligue-1;8;Montpellier;28;0.39285714285714285;0.25;0.35714285714285715;1.25;1.2142857142857142;0.03571428571428571;1.4285714285714286;-1.1350148835775202;2019;1.5526315789473684;6.0
2020-2021;ligue-1;8;Montpellier;38;0.3684210526315789;0.3157894736842105;0.3157894736842105;1.5789473684210527;1.631578947368421;-0.05263157894736842;1.4210526315789473;-1.1350148835775202;2020;1.4754091807155594;7.244918662403709
2021-2022;ligue-1;13;Montpellier;38;0.3157894736842105;0.18421052631578946;0.5;1.2894736842105263;1.605263157894737;-0.3157894736842105;1.131578947368421;-1.1350148835775202;2021;1.4478786544524123;7.627352553548305
2023-2024;ligue-1;12;Montpellier;34;0.29411764705882354;0.35294117647058826;0.35294117647058826;1.2647058823529411;1.411764705882353;-0.14705882352941177;1.2058823529411764;-1.1350148835775202;2023;1.3039451335551073;10.072198521433954
2022-2023;serie-a;11;Monza;38;0.3684210526315789;0.2631578947368421;0.3684210526315789;1.263157894736842;1.368421052631579;-0.10526315789473684;1.368421052631579;-0.5541017541874508;2022;1.368421052631579;11.0
2023-2024;serie-a;12;Monza;38;0.2894736842105263;0.3157894736842105;0.39473684210526316;1.0263157894736843;1.3421052631578947;-0.3157894736842105;1.1842105263157894;-0.5541017541874508;2023;1.368421052631579;11.0
2021-2022;ligue-1;9;Nantes;38;0.39473684210526316;0.2631578947368421;0.34210526315789475;1.4473684210526316;1.263157894736842;0.18421052631578946;1.4473684210526316;-1.1350148835775202;2021;1.4473684210526316;9.0
2023-2024;ligue-1;14;Nantes;34;0.2647058823529412;0.17647058823529413;0.5588235294117647;0.8823529411764706;1.6176470588235294;-0.7352941176470589;0.9705882352941176;-1.1350148835775202;2023;1.4473684210526316;9.0
2013-2014;serie-a;3;Napoli;38;0.6052631578947368;0.23684210526315788;0.15789473684210525;2.026315789473684;1.0263157894736843;1.0;2.0526315789473686;-0.5541017541874508;2013;2.0526315789473686;3.0
2014-2015;serie-a;5;Napoli;38;0.47368421052631576;0.23684210526315788;0.2894736842105263;1.8421052631578947;1.4210526315789473;0.42105263157894735;1.6578947368421053;-0.5541017541874508;2014;2.0526315789473686;3.0
2015-2016;serie-a;2;Napoli;38;0.6578947368421053;0.18421052631578946;0.15789473684210525;2.1052631578947367;0.8421052631578947;1.263157894736842;2.1578947368421053;-0.5541017541874508;2015;1.8069239482097943;4.244918662403709
2016-2017;serie-a;3;Napoli;38;0.6842105263157895;0.21052631578947367;0.10526315789473684;2.473684210526316;1.0263157894736843;1.4473684210526316;2.263157894736842;-0.5541017541874508;2016;1.9846837704853986;3.1079113803813425
2017-2018;serie-a;2;Napoli;38;0.7368421052631579;0.18421052631578946;0.07894736842105263;2.026315789473684;0.7631578947368421;1.263157894736842;2.3947368421052633;-0.5541017541874508;2017;2.111404599764132;3.058805849850293
2018-2019;serie-a;2;Napoli;38;0.631578947368421;0.18421052631578946;0.18421052631578946;1.9473684210526316;0.9473684210526315;1.0;2.0789473684210527;-0.5541017541874508;2018;2.23285653192449;2.6049428684103577
2019-2020;serie-a;7;Napoli;38;0.47368421052631576;0.21052631578947367;0.3157894736842105;1.605263157894737;1.3157894736842106;0.2894736842105263;1.631578947368421;-0.5541017541874508;2019;2.169124988170545;2.3544448343159115
2020-2021;serie-a;5;Napoli;38;0.631578947368421;0.13157894736842105;0.23684210526315788;2.263157894736842;1.0789473684210527;1.1842105263157894;2.026315789473684;-0.5541017541874508;2020;1.951031241635932;4.239244375031393
2021-2022;serie-a;3;Napoli;38;0.631578947368421;0.18421052631578946;0.18421052631578946;1.9473684210526316;0.8157894736842105;1.131578947368421;2.0789473684210527;-0.5541017541874508;2021;1.9812060743469482;4.54416317147372
2022-2023;serie-a;1;Napoli;38;0.7368421052631579;0.15789473684210525;0.10526315789473684;2.026315789473684;0.7368421052631579;1.2894736842105263;2.3684210526315788;-0.5541017541874508;2022;2.0200963083196943;3.929756869617512
2023-2024;serie-a;10;Napoli;38;0.34210526315789475;0.3684210526315789;0.2894736842105263;1.4473684210526316;1.263157894736842;0.18421052631578946;1.394736842105263;-0.5541017541874508;2023;2.158081150221267;2.769167376433964
2013-2014;premier-league;10;Newcastle United;38;0.39473684210526316;0.10526315789473684;0.5;1.131578947368421;1.5526315789473684;-0.42105263157894735;1.2894736842105263;0.6524101299303857;2013;1.2894736842105263;10.0
2014-2015;premier-league;15;Newcastle United;38;0.2631578947368421;0.23684210526315788;0.5;1.0526315789473684;1.6578947368421053;-0.6052631578947368;1.0263157894736843;0.6524101299303857;2014;1.2894736842105263;10.0
2015-2016;premier-league;18;Newcastle United;38;0.23684210526315788;0.2631578947368421;0.5;1.1578947368421053;1.7105263157894737;-0.5526315789473685;0.9736842105263158;0.6524101299303857;2015;1.1256685970521436;13.112296656009272
2017-2018;premier-league;10;Newcastle United;38;0.3157894736842105;0.21052631578947367;0.47368421052631576;1.0263157894736843;1.236842105263158;-0.21052631578947367;1.1578947368421053;0.6524101299303857;2017;1.0486914855301885;15.587822557037724
2018-2019;premier-league;13;Newcastle United;38;0.3157894736842105;0.23684210526315788;0.4473684210526316;1.105263157894737;1.263157894736842;-0.15789473684210525;1.1842105263157894;0.6524101299303857;2018;1.1119484003499478;12.351028677074805
2019-2020;premier-league;13;Newcastle United;38;0.2894736842105263;0.2894736842105263;0.42105263157894735;1.0;1.5263157894736843;-0.5263157894736842;1.1578947368421053;0.6524101299303857;2019;1.1472484800121898;12.668051447877298
2020-2021;premier-league;12;Newcastle United;38;0.3157894736842105;0.23684210526315788;0.4473684210526316;1.2105263157894737;1.631578947368421;-0.42105263157894735;1.1842105263157894;0.6524101299303857;2020;1.151997843836348;12.816135837547787
2021-2022;premier-league;11;Newcastle United;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.1578947368421053;1.631578947368421;-0.47368421052631576;1.2894736842105263;0.6524101299303857;2021;1.1656495432352683;12.47025836739301
2022-2023;premier-league;4;Newcastle United;38;0.5;0.3684210526315789;0.13157894736842105;1.7894736842105263;0.868421052631579;0.9210526315789473;1.868421052631579;0.6524101299303857;2022;1.216581339027926;11.865506351019485
2023-2024;premier-league;7;Newcastle United;38;0.47368421052631576;0.15789473684210525;0.3684210526315789;2.236842105263158;1.631578947368421;0.6052631578947368;1.5789473684210527;0.6524101299303857;2023;1.4799953481950734;8.68698789193784
2015-2016;ligue-1;4;Nice;38;0.47368421052631576;0.23684210526315788;0.2894736842105263;1.5263157894736843;1.0789473684210527;0.4473684210526316;1.6578947368421053;-1.1350148835775202;2015;1.6578947368421053;4.0
2016-2017;ligue-1;3;Nice;38;0.5789473684210527;0.3157894736842105;0.10526315789473684;1.6578947368421053;0.9473684210526315;0.7105263157894737;2.0526315789473686;-1.1350148835775202;2016;1.6578947368421053;4.0
2018-2019;ligue-1;7;Nice;38;0.39473684210526316;0.2894736842105263;0.3157894736842105;0.7894736842105263;0.9210526315789473;-0.13157894736842105;1.4736842105263157;-1.1350148835775202;2018;1.9036023675796796;3.3775406687981455
2019-2020;ligue-1;5;Nice;28;0.39285714285714285;0.2857142857142857;0.32142857142857145;1.4642857142857142;1.3571428571428572;0.10714285714285714;1.4642857142857142;-1.1350148835775202;2019;1.6333851692065762;5.6543712600131375
2020-2021;ligue-1;9;Nice;38;0.39473684210526316;0.18421052631578946;0.42105263157894735;1.3157894736842106;1.394736842105263;-0.07894736842105263;1.368421052631579;-1.1350148835775202;2020;1.5473292962945184;5.321357235719874
2021-2022;ligue-1;5;Nice;38;0.5263157894736842;0.18421052631578946;0.2894736842105263;1.368421052631579;0.9473684210526315;0.42105263157894735;1.736842105263158;-1.1350148835775202;2021;1.4657042558391014;6.999700046021539
2023-2024;ligue-1;5;Nice;34;0.4411764705882353;0.29411764705882354;0.2647058823529412;1.1764705882352942;0.8529411764705882;0.3235294117647059;1.6176470588235294;-1.1350148835775202;2023;1.5821017893122875;6.141243163157174
2013-2014;premier-league;18;Norwich City;38;0.21052631578947367;0.23684210526315788;0.5526315789473685;0.7368421052631579;1.631578947368421;-0.8947368421052632;0.868421052631579;0.6524101299303857;2013;0.868421052631579;18.0
2015-2016;premier-league;19;Norwich City;38;0.23684210526315788;0.18421052631578946;0.5789473684210527;1.0263157894736843;1.763157894736842;-0.7368421052631579;0.8947368421052632;0.6524101299303857;2015;0.868421052631579;18.0
2019-2020;premier-league;20;Norwich City;38;0.13157894736842105;0.15789473684210525;0.7105263157894737;0.6842105263157895;1.9736842105263157;-1.2894736842105263;0.5526315789473685;0.6524101299303857;2019;0.887659436279737;18.731058578630005
2021-2022;premier-league;20;Norwich City;38;0.13157894736842105;0.18421052631578946;0.6842105263157895;0.6052631578947368;2.210526315789474;-1.605263157894737;0.5789473684210527;0.6524101299303857;2021;0.604964694358119;19.80178466834727
2022-2023;premier-league;16;Nottingham Forest;38;0.23684210526315788;0.2894736842105263;0.47368421052631576;1.0;1.7894736842105263;-0.7894736842105263;1.0;0.6524101299303857;2022;1.0;16.0
2023-2024;premier-league;17;Nottingham Forest;38;0.23684210526315788;0.23684210526315788;0.5263157894736842;1.2894736842105263;1.763157894736842;-0.47368421052631576;0.8421052631578947;0.6524101299303857;2023;1.0;16.0
2021-2022;la-liga;10;Osasuna;38;0.3157894736842105;0.2894736842105263;0.39473684210526316;0.9736842105263158;1.3421052631578947;-0.3684210526315789;1.236842105263158;1.367380135333548;2021;1.236842105263158;10.0
2022-2023;la-liga;7;Osasuna;38;0.39473684210526316;0.21052631578947367;0.39473684210526316;0.9736842105263158;1.105263157894737;-0.13157894736842105;1.394736842105263;1.367380135333548;2022;1.236842105263158;10.0
2023-2024;la-liga;11;Osasuna;38;0.3157894736842105;0.23684210526315788;0.4473684210526316;1.1842105263157894;1.4736842105263157;-0.2894736842105263;1.1842105263157894;1.367380135333548;2023;1.3351251575581875;8.132622006394437
2013-2014;ligue-1;1;Paris Saint Germain;38;0.7105263157894737;0.21052631578947367;0.07894736842105263;2.210526315789474;0.6052631578947368;1.605263157894737;2.3421052631578947;-1.1350148835775202;2013;2.3421052631578947;1.0
2014-2015;ligue-1;1;Paris Saint Germain;38;0.631578947368421;0.2894736842105263;0.07894736842105263;2.1842105263157894;0.9473684210526315;1.236842105263158;2.1842105263157894;-1.1350148835775202;2014;2.3421052631578947;1.0
2015-2016;ligue-1;1;Paris Saint Germain;38;0.7894736842105263;0.15789473684210525;0.05263157894736842;2.6842105263157894;0.5;2.1842105263157894;2.526315789473684;-1.1350148835775202;2015;2.243822210862865;1.0
2016-2017;ligue-1;2;Paris Saint Germain;38;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.1842105263157894;0.7105263157894737;1.4736842105263157;2.289473684210526;-1.1350148835775202;2016;2.386899669028384;1.0
2017-2018;ligue-1;1;Paris Saint Germain;38;0.7631578947368421;0.15789473684210525;0.07894736842105263;2.8421052631578947;0.7631578947368421;2.0789473684210527;2.4473684210526314;-1.1350148835775202;2017;2.34256556214286;1.4550542339234114
2018-2019;ligue-1;1;Paris Saint Germain;38;0.7631578947368421;0.10526315789473684;0.13157894736842105;2.763157894736842;0.9210526315789473;1.8421052631578947;2.3947368421052633;-1.1350148835775202;2018;2.387489887046187;1.2599927206586827
2019-2020;ligue-1;1;Paris Saint Germain;27;0.8148148148148148;0.07407407407407407;0.1111111111111111;2.7777777777777777;0.8888888888888888;1.8888888888888888;2.5185185185185186;-1.1350148835775202;2019;2.3904907456235263;1.1523335204188219
2020-2021;ligue-1;2;Paris Saint Germain;38;0.6842105263157895;0.10526315789473684;0.21052631578947367;2.263157894736842;0.7368421052631579;1.5263157894736843;2.1578947368421053;-1.1350148835775202;2020;2.442434308652074;1.090528603873678
2021-2022;ligue-1;1;Paris Saint Germain;38;0.6842105263157895;0.21052631578947367;0.10526315789473684;2.3684210526315788;0.9473684210526315;1.4210526315789473;2.263157894736842;-1.1350148835775202;2021;2.328387877802364;1.4550542339234114
2022-2023;ligue-1;1;Paris Saint Germain;38;0.7105263157894737;0.10526315789473684;0.18421052631578946;2.3421052631578947;1.0526315789473684;1.2894736842105263;2.236842105263158;-1.1350148835775202;2022;2.3024335528930466;1.273992935367729
2023-2024;ligue-1;1;Paris Saint Germain;34;0.6470588235294118;0.29411764705882354;0.058823529411764705;2.3823529411764706;0.9705882352941176;1.411764705882353;2.235294117647059;-1.1350148835775202;2023;2.2764502551827883;1.1654537848013475
2013-2014;serie-a;6;Parma;38;0.39473684210526316;0.34210526315789475;0.2631578947368421;1.5263157894736843;1.2105263157894737;0.3157894736842105;1.5263157894736843;-0.5541017541874508;2013;1.5263157894736843;6.0
2014-2015;premier-league;20;Queens Park Rangers;38;0.21052631578947367;0.15789473684210525;0.631578947368421;1.105263157894737;1.9210526315789473;-0.8157894736842105;0.7894736842105263;0.6524101299303857;2014;0.7894736842105263;20.0
2016-2017;bundesliga;2;RB Leipzig;34;0.5882352941176471;0.20588235294117646;0.20588235294117646;1.9411764705882353;1.1470588235294117;0.7941176470588235;1.9705882352941178;-0.3306736274989625;2016;1.9705882352941178;2.0
2018-2019;bundesliga;3;RB Leipzig;34;0.5588235294117647;0.2647058823529412;0.17647058823529413;1.8529411764705883;0.8529411764705882;1.0;1.9411764705882353;-0.3306736274989625;2018;1.9705882352941178;2.0
2019-2020;bundesliga;3;RB Leipzig;34;0.5294117647058824;0.35294117647058826;0.11764705882352941;2.3823529411764706;1.088235294117647;1.2941176470588236;1.9411764705882353;-0.3306736274989625;2019;1.9490865123932353;2.731058578630005
2020-2021;bundesliga;2;RB Leipzig;34;0.5588235294117647;0.23529411764705882;0.20588235294117646;1.7647058823529411;0.9411764705882353;0.8235294117647058;1.911764705882353;-0.3306736274989625;2020;1.944763283891463;2.8780483476902714
2021-2022;bundesliga;4;RB Leipzig;34;0.5;0.20588235294117646;0.29411764705882354;2.1176470588235294;1.088235294117647;1.0294117647058822;1.7058823529411764;-0.3306736274989625;2021;1.9291222599757438;2.461861468316565
2022-2023;bundesliga;3;RB Leipzig;34;0.5882352941176471;0.17647058823529413;0.23529411764705882;1.8823529411764706;1.2058823529411764;0.6764705882352942;1.9411764705882353;-0.3306736274989625;2022;1.8311939245666973;3.1365945303266214
2023-2024;bundesliga;4;RB Leipzig;34;0.5588235294117647;0.23529411764705882;0.20588235294117646;2.264705882352941;1.1470588235294117;1.1176470588235294;1.911764705882353;-0.3306736274989625;2023;1.8773534376417844;3.0792660065137394
2020-2021;ligue-1;7;RC Lens;38;0.39473684210526316;0.3157894736842105;0.2894736842105263;1.4473684210526316;1.4210526315789473;0.02631578947368421;1.5;-1.1350148835775202;2020;1.5;7.0
2021-2022;ligue-1;7;RC Lens;38;0.4473684210526316;0.2894736842105263;0.2631578947368421;1.631578947368421;1.263157894736842;0.3684210526315789;1.631578947368421;-1.1350148835775202;2021;1.5;7.0
2022-2023;ligue-1;2;RC Lens;38;0.6578947368421053;0.23684210526315788;0.10526315789473684;1.7894736842105263;0.7631578947368421;1.0263157894736843;2.210526315789474;-1.1350148835775202;2022;1.5819025435791914;7.0
2023-2024;ligue-1;7;RC Lens;34;0.4117647058823529;0.2647058823529412;0.3235294117647059;1.3235294117647058;1.088235294117647;0.23529411764705882;1.5;-1.1350148835775202;2023;1.9002881575551356;4.46759804472173
2021-2022;la-liga;12;Rayo Vallecano;38;0.2894736842105263;0.23684210526315788;0.47368421052631576;1.0263157894736843;1.3157894736842106;-0.2894736842105263;1.105263157894737;1.367380135333548;2021;1.105263157894737;12.0
2022-2023;la-liga;11;Rayo Vallecano;38;0.34210526315789475;0.2631578947368421;0.39473684210526316;1.1842105263157894;1.394736842105263;-0.21052631578947367;1.2894736842105263;1.367380135333548;2022;1.105263157894737;12.0
2023-2024;la-liga;17;Rayo Vallecano;38;0.21052631578947367;0.3684210526315789;0.42105263157894735;0.7631578947368421;1.263157894736842;-0.5;1.0;1.367380135333548;2023;1.2199267189056047;11.377540668798146
2017-2018;la-liga;6;Real Betis;38;0.47368421052631576;0.15789473684210525;0.3684210526315789;1.5789473684210527;1.605263157894737;-0.02631578947368421;1.5789473684210527;1.367380135333548;2017;1.5789473684210527;6.0
2018-2019;la-liga;10;Real Betis;38;0.3684210526315789;0.21052631578947367;0.42105263157894735;1.1578947368421053;1.368421052631579;-0.21052631578947367;1.3157894736842106;1.367380135333548;2018;1.5789473684210527;6.0
2020-2021;la-liga;6;Real Betis;38;0.4473684210526316;0.2631578947368421;0.2894736842105263;1.3157894736842106;1.3157894736842106;0.0;1.605263157894737;1.367380135333548;2020;1.41514228126267;8.489837324807418
2021-2022;la-liga;5;Real Betis;38;0.5;0.21052631578947367;0.2894736842105263;1.631578947368421;1.0526315789473684;0.5789473684210527;1.7105263157894737;1.367380135333548;2021;1.5346392827102704;6.924895590488596
2022-2023;la-liga;6;Real Betis;38;0.4473684210526316;0.23684210526315788;0.3157894736842105;1.2105263157894737;1.0789473684210527;0.13157894736842105;1.5789473684210527;1.367380135333548;2022;1.624149400721156;5.945303016511408
2023-2024;la-liga;7;Real Betis;38;0.3684210526315789;0.39473684210526316;0.23684210526315788;1.263157894736842;1.1842105263157894;0.07894736842105263;1.5;1.367380135333548;2023;1.6035264398132494;5.9702579509439255
2013-2014;la-liga;3;Real Madrid;38;0.7105263157894737;0.15789473684210525;0.13157894736842105;2.736842105263158;1.0;1.736842105263158;2.289473684210526;1.367380135333548;2013;2.289473684210526;3.0
